points, bw, hilbert, xsort
5000, 4607, 4461, 3617
10000, 2697, 3066, 2471
15000, 2633, 2938, 3107
20000, 3205, 3464, 3064
25000, 4127, 3463, 2820
30000, 3226, 3470, 2556
35000, 3285, 3061, 2633
40000, 3239, 2969, 2740
45000, 3369, 3002, 2801
50000, 3330, 2964, 2662
55000, 3400, 3001, 2594
60000, 3469, 2956, 2458
65000, 3423, 3051, 2953
